,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
1379,1379,77.0,2.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,344.5,0.8011627793312073,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.8011627793312073,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,69.0,8.0
1380,1380,65.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,344.75,0.8017441630363464,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.8017441630363464,1.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,65.0,16.0
1381,1381,81.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,344.75,0.8017441630363464,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.8017441630363464,1.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,65.0,16.0
1382,1382,70.0,0.0,0.5,3,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,345.0,0.8023256063461304,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.8023256063461304,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,70.0,9.0
1383,1383,79.0,0.0,1.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,345.0,0.8023256063461304,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.8023256063461304,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,70.0,9.0
1384,1384,67.0,0.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,345.5,0.8034883737564087,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.8034883737564087,0.25,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
1385,1385,64.0,1.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,346.0,0.804651141166687,0.5039370078740157,0.25395250790501583,0.127976066975756,0.804651141166687,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
1386,1386,60.0,1.5,0.5,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,346.5,0.8058139681816101,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.8058139681816101,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,60.0,21.0
1387,1387,81.0,1.5,0.25,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,346.5,0.8058139681816101,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.8058139681816101,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,60.0,21.0
1388,1388,82.0,1.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,346.75,0.8063953518867493,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.8063953518867493,0.875,0.125,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
1389,1389,65.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,347.0,0.8069767355918884,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.8069767355918884,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,65.0,16.0
1390,1390,81.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,347.0,0.8069767355918884,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.8069767355918884,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,65.0,16.0
1391,1391,41.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,348.0,0.8093023300170898,0.3228346456692913,0.10422220844441689,0.03364653973402435,0.8093023300170898,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,53.0,41.0,12.0
1392,1392,53.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,348.0,0.8093023300170898,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.8093023300170898,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,53.0,41.0,12.0
1393,1393,84.0,0.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,348.25,0.809883713722229,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.809883713722229,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0
1394,1394,82.0,0.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,348.5,0.8104650974273682,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.8104650974273682,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
1395,1395,84.0,0.75,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,348.75,0.8110465407371521,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.8110465407371521,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0
1396,1396,45.0,1.0,1.0,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,349.0,0.8116279244422913,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.8116279244422913,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,81.0,45.0,36.0
1397,1397,57.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,349.0,0.8116279244422913,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.8116279244422913,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,81.0,45.0,36.0
1398,1398,81.0,1.0,0.25,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,349.0,0.8116279244422913,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.8116279244422913,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,81.0,45.0,36.0
1399,1399,82.0,1.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,349.25,0.8122093081474304,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.8122093081474304,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
1400,1400,79.0,1.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,349.5,0.8127906918525696,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.8127906918525696,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
1401,1401,81.0,1.75,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,349.75,0.8133720755577087,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.8133720755577087,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
1402,1402,48.0,2.0,1.0,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,350.0,0.8139534592628479,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.8139534592628479,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,77.0,48.0,29.0
1403,1403,60.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,350.0,0.8139534592628479,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.8139534592628479,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,77.0,48.0,29.0
1404,1404,77.0,2.0,0.25,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,350.0,0.8139534592628479,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.8139534592628479,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,77.0,48.0,29.0
1405,1405,79.0,2.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,350.25,0.8145349025726318,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.8145349025726318,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
1406,1406,76.0,2.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,350.5,0.815116286277771,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.815116286277771,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
1407,1407,77.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,350.75,0.8156976699829102,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.8156976699829102,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
1408,1408,62.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,351.0,0.8162790536880493,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.8162790536880493,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,62.0,12.0
1409,1409,74.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,351.0,0.8162790536880493,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.8162790536880493,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,62.0,12.0
1410,1410,50.0,0.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,351.25,0.8168604373931885,0.3937007874015748,0.15500031000062,0.06102374409473228,0.8168604373931885,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
1411,1411,48.0,0.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,351.5,0.8174418807029724,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.8174418807029724,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0
1412,1412,50.0,0.75,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,351.75,0.8180232644081116,0.3937007874015748,0.15500031000062,0.06102374409473228,0.8180232644081116,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
1413,1413,46.0,1.0,0.25,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,352.0,0.8186046481132507,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.8186046481132507,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,77.0,46.0,31.0
1414,1414,65.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,352.0,0.8186046481132507,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.8186046481132507,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,77.0,46.0,31.0
1415,1415,77.0,1.0,1.0,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,352.0,0.8186046481132507,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.8186046481132507,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,77.0,46.0,31.0
1416,1416,48.0,1.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,352.25,0.8191860318183899,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.8191860318183899,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0
1417,1417,45.0,1.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,352.5,0.819767415523529,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.819767415523529,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0
1418,1418,46.0,1.75,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,352.75,0.820348858833313,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.820348858833313,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0
1419,1419,43.0,2.0,0.25,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,353.0,0.8209302425384521,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.8209302425384521,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,82.0,43.0,39.0
1420,1420,70.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,353.0,0.8209302425384521,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.8209302425384521,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,82.0,43.0,39.0
1421,1421,82.0,2.0,1.0,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,353.0,0.8209302425384521,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.8209302425384521,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,82.0,43.0,39.0
1422,1422,45.0,2.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,353.25,0.8215116262435913,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.8215116262435913,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0
1423,1423,41.0,2.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,353.5,0.8220930099487305,0.3228346456692913,0.10422220844441689,0.03364653973402435,0.8220930099487305,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0
1424,1424,43.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,353.75,0.8226743936538696,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.8226743936538696,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0
1425,1425,40.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,354.0,0.8232558369636536,0.31496062992125984,0.0992001984003968,0.03124415697650293,0.8232558369636536,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,52.0,40.0,12.0
1426,1426,52.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,354.0,0.8232558369636536,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.8232558369636536,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,52.0,40.0,12.0
1427,1427,82.0,0.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,354.25,0.8238372206687927,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.8238372206687927,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
1428,1428,81.0,0.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,354.5,0.8244186043739319,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.8244186043739319,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
1429,1429,82.0,0.75,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,354.75,0.824999988079071,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.824999988079071,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
1430,1430,43.0,1.0,1.0,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,355.0,0.8255813717842102,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.8255813717842102,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,79.0,43.0,36.0
1431,1431,55.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,355.0,0.8255813717842102,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.8255813717842102,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,79.0,43.0,36.0
1432,1432,79.0,1.0,0.25,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,355.0,0.8255813717842102,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.8255813717842102,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,79.0,43.0,36.0
1433,1433,81.0,1.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,355.25,0.8261628150939941,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.8261628150939941,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
1434,1434,77.0,1.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,355.5,0.8267441987991333,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.8267441987991333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
1435,1435,79.0,1.75,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,355.75,0.8273255825042725,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.8273255825042725,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
1436,1436,46.0,2.0,1.0,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,356.0,0.8279069662094116,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.8279069662094116,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,76.0,46.0,30.0
1437,1437,58.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,356.0,0.8279069662094116,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.8279069662094116,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,76.0,46.0,30.0
1438,1438,76.0,2.0,0.25,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,356.0,0.8279069662094116,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.8279069662094116,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,76.0,46.0,30.0
1439,1439,77.0,2.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,356.25,0.8284883499145508,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.8284883499145508,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
1440,1440,74.0,2.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,356.5,0.8290697932243347,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.8290697932243347,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
