,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.fp,loudness_direction_basis.f,loudness_direction_basis.loudness_incr,loudness_direction_basis.pp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.andante,tempo_direction_basis.adagio,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
1045,1045,58.0,1.0,0.16666667,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,181.0,0.7669491767883301,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.7669491767883301,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,58.0,12.0
1046,1046,70.0,1.0,2.0,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,181.0,0.7669491767883301,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.7669491767883301,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,58.0,12.0
1047,1047,60.0,1.1666717529296875,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,181.1666717529297,0.7676553726196289,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.7676553726196289,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
1048,1048,58.0,1.3333282470703125,0.16666667,3,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,181.3333282470703,0.7683615684509277,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.7683615684509277,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0
1049,1049,57.0,1.5,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,181.5,0.7690678238868713,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.7690678238868713,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
1050,1050,58.0,1.6666717529296875,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,181.6666717529297,0.7697740197181702,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.7697740197181702,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0
1051,1051,76.0,1.75,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,181.75,0.7701271176338196,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.7701271176338196,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
1052,1052,57.0,1.8333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,181.8333282470703,0.770480215549469,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.770480215549469,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
1053,1053,78.0,1.875,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,181.875,0.7706567645072937,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.7706567645072937,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
1054,1054,55.0,2.0,0.16666667,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,182.0,0.7711864113807678,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.7711864113807678,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,55.0,24.0
1055,1055,79.0,2.0,0.25,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,182.0,0.7711864113807678,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.7711864113807678,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,55.0,24.0
1056,1056,57.0,2.1666717529296875,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,182.1666717529297,0.7718926668167114,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.7718926668167114,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
1057,1057,81.0,2.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,182.25,0.7722457647323608,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.7722457647323608,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
1058,1058,55.0,2.3333282470703125,0.16666667,3,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,182.3333282470703,0.7725988626480103,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.7725988626480103,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
1059,1059,53.0,2.5,0.16666667,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,182.5,0.7733050584793091,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.7733050584793091,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,82.0,53.0,29.0
1060,1060,82.0,2.5,0.25,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,182.5,0.7733050584793091,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.7733050584793091,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,82.0,53.0,29.0
1061,1061,55.0,2.6666717529296875,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,182.6666717529297,0.7740113139152527,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.7740113139152527,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
1062,1062,74.0,2.75,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,182.75,0.7743644118309021,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.7743644118309021,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
1063,1063,53.0,2.8333282470703125,0.16666667,3,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,182.8333282470703,0.7747175097465515,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.7747175097465515,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
1064,1064,52.0,0.0,0.16666667,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,183.0,0.7754237055778503,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.7754237055778503,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,74.0,52.0,22.0
1065,1065,70.0,0.0,1.0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,183.0,0.7754237055778503,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.7754237055778503,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,74.0,52.0,22.0
1066,1066,74.0,0.0,0.25,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,183.0,0.7754237055778503,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.7754237055778503,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,74.0,52.0,22.0
1067,1067,53.0,0.1666717529296875,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,183.1666717529297,0.776129961013794,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.776129961013794,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
1068,1068,72.0,0.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,183.25,0.7764830589294434,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.7764830589294434,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
1069,1069,52.0,0.3333282470703125,0.16666667,3,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,183.3333282470703,0.7768361568450928,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.7768361568450928,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0
1070,1070,48.0,0.5,0.16666667,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,183.5,0.7775423526763916,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.7775423526763916,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,48.0,24.0
1071,1071,72.0,0.5,0.5,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,183.5,0.7775423526763916,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.7775423526763916,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,48.0,24.0
1072,1072,50.0,0.6666717529296875,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,183.6666717529297,0.7782486081123352,0.3937007874015748,0.15500031000062,0.06102374409473228,0.7782486081123352,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
1073,1073,48.0,0.8333282470703125,0.16666667,3,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,183.8333282470703,0.778954803943634,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.778954803943634,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0
1074,1074,57.0,1.0,0.16666667,3,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,184.0,0.7796609997749329,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.7796609997749329,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,72.0,57.0,15.0
1075,1075,69.0,1.0,2.5,3,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,184.0,0.7796609997749329,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.7796609997749329,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,72.0,57.0,15.0
1076,1076,72.0,1.0,0.75,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,184.0,0.7796609997749329,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.7796609997749329,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,72.0,57.0,15.0
1077,1077,58.0,1.1666717529296875,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,184.1666717529297,0.7803672552108765,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.7803672552108765,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0
1078,1078,57.0,1.3333282470703125,0.16666667,3,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,184.3333282470703,0.7810734510421753,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.7810734510421753,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
1079,1079,55.0,1.5,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,184.5,0.7817796468734741,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.7817796468734741,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
1080,1080,57.0,1.6666717529296875,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,184.6666717529297,0.7824859023094177,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.7824859023094177,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
1081,1081,74.0,1.75,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,184.75,0.7828390002250671,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.7828390002250671,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
1082,1082,55.0,1.8333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,184.8333282470703,0.7831920981407166,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.7831920981407166,0.08333333333333333,0.9166666666666666,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
1083,1083,76.0,1.875,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,184.875,0.7833686470985413,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.7833686470985413,0.125,0.875,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
1084,1084,53.0,2.0,0.16666667,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,185.0,0.7838982939720154,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.7838982939720154,0.25,0.75,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,53.0,24.0
1085,1085,77.0,2.0,0.25,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,185.0,0.7838982939720154,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.7838982939720154,0.25,0.75,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,53.0,24.0
1086,1086,55.0,2.1666717529296875,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,185.1666717529297,0.784604549407959,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.784604549407959,0.41666666666666663,0.5833333333333334,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
1087,1087,79.0,2.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,185.25,0.7849576473236084,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.7849576473236084,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
1088,1088,53.0,2.3333282470703125,0.16666667,3,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,185.3333282470703,0.785310685634613,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.785310685634613,0.5833333333333333,0.41666666666666674,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
1089,1089,52.0,2.5,0.16666667,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,185.5,0.7860169410705566,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.7860169410705566,0.75,0.25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,52.0,29.0
1090,1090,81.0,2.5,0.25,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,185.5,0.7860169410705566,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.7860169410705566,0.75,0.25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,52.0,29.0
1091,1091,53.0,2.6666717529296875,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,185.6666717529297,0.7867231965065002,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.7867231965065002,0.9166666666666666,0.08333333333333337,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
1092,1092,72.0,2.75,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,185.75,0.7870762944221497,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.7870762944221497,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
1093,1093,52.0,2.8333282470703125,0.16666667,3,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,185.8333282470703,0.7874293327331543,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.7874293327331543,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0
1094,1094,50.0,0.0,1.0,3,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,186.0,0.7881355881690979,0.3937007874015748,0.15500031000062,0.06102374409473228,0.7881355881690979,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,50.0,20.0
1095,1095,70.0,0.0,1.5,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,186.0,0.7881355881690979,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.7881355881690979,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,50.0,20.0
1096,1096,67.0,0.5,0.375,3,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,186.5,0.7902542352676392,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.7902542352676392,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
1097,1097,66.0,0.875,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,186.875,0.7918432354927063,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.7918432354927063,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0
1098,1098,52.0,1.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,187.0,0.7923728823661804,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.7923728823661804,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,52.0,15.0
1099,1099,67.0,1.0,1.0,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,187.0,0.7923728823661804,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.7923728823661804,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,52.0,15.0
1100,1100,48.0,1.5,0.5,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,187.5,0.7944915294647217,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.7944915294647217,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,48.0,26.0
