,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.fp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.andante,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
1004,1004,54,1.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,187.3333282470703,0.8478342294692993,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.8478342294692993,0.375,1.625,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,54.0,42.0,12.0
1005,1005,43,1.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,187.6666717529297,0.8493409156799316,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.8493409156799316,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,43.0,12.0
1006,1006,55,1.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,187.6666717529297,0.8493409156799316,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.8493409156799316,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,55.0,43.0,12.0
1007,1007,65,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,188.0,0.8508474826812744,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.8508474826812744,1.625,0.375,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,70.0,65.0,5.0
1008,1008,67,2.0,0.0,3,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,188.0,0.8508474826812744,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.8508474826812744,1.625,0.375,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,70.0,65.0,5.0
1009,1009,69,2.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,188.0,0.8508474826812744,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.8508474826812744,1.625,0.375,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,70.0,65.0,5.0
1010,1010,70,2.0,0.0,3,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,188.0,0.8508474826812744,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.8508474826812744,1.625,0.375,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,70.0,65.0,5.0
1011,1011,44,2.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,188.3333282470703,0.8523540496826172,0.3464566929133858,0.12003224006448013,0.0415859729357254,0.8523540496826172,0.75,1.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,56.0,44.0,12.0
1012,1012,56,2.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,188.3333282470703,0.8523540496826172,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.8523540496826172,0.75,1.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,56.0,44.0,12.0
1013,1013,45,2.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,188.6666717529297,0.8538606762886047,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.8538606762886047,1.375,0.625,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,57.0,45.0,12.0
1014,1014,57,2.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,188.6666717529297,0.8538606762886047,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.8538606762886047,1.375,0.625,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,57.0,45.0,12.0
1015,1015,69,0.0,0.33333334,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,189.0,0.8553672432899475,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.8553672432899475,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
1016,1016,58,0.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,189.3333282470703,0.8568738102912903,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.8568738102912903,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,67.0,58.0,9.0
1017,1017,62,0.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,189.3333282470703,0.8568738102912903,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.8568738102912903,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,67.0,58.0,9.0
1018,1018,65,0.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,189.3333282470703,0.8568738102912903,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.8568738102912903,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,67.0,58.0,9.0
1019,1019,67,0.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,189.3333282470703,0.8568738102912903,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.8568738102912903,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,67.0,58.0,9.0
1020,1020,58,0.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,189.6666717529297,0.8583804368972778,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.8583804368972778,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65.0,58.0,7.0
1021,1021,62,0.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,189.6666717529297,0.8583804368972778,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.8583804368972778,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65.0,58.0,7.0
1022,1022,65,0.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,189.6666717529297,0.8583804368972778,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.8583804368972778,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,65.0,58.0,7.0
1023,1023,58,1.0,0.33333334,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,190.0,0.8598870038986206,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.8598870038986206,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65.0,58.0,7.0
1024,1024,62,1.0,0.33333334,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,190.0,0.8598870038986206,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.8598870038986206,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65.0,58.0,7.0
1025,1025,65,1.0,0.33333334,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,190.0,0.8598870038986206,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.8598870038986206,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,65.0,58.0,7.0
1026,1026,58,1.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,190.3333282470703,0.8613935708999634,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.8613935708999634,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65.0,58.0,7.0
1027,1027,62,1.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,190.3333282470703,0.8613935708999634,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.8613935708999634,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65.0,58.0,7.0
1028,1028,65,1.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,190.3333282470703,0.8613935708999634,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.8613935708999634,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,65.0,58.0,7.0
1029,1029,58,1.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,190.6666717529297,0.8629001975059509,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.8629001975059509,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65.0,58.0,7.0
1030,1030,62,1.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,190.6666717529297,0.8629001975059509,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.8629001975059509,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65.0,58.0,7.0
1031,1031,65,1.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,190.6666717529297,0.8629001975059509,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.8629001975059509,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,65.0,58.0,7.0
1032,1032,58,2.0,0.33333334,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,191.0,0.8644067645072937,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.8644067645072937,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65.0,58.0,7.0
1033,1033,62,2.0,0.33333334,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,191.0,0.8644067645072937,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.8644067645072937,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65.0,58.0,7.0
1034,1034,65,2.0,0.33333334,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,191.0,0.8644067645072937,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.8644067645072937,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,65.0,58.0,7.0
1035,1035,58,2.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,191.3333282470703,0.8659133315086365,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.8659133315086365,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65.0,58.0,7.0
1036,1036,62,2.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,191.3333282470703,0.8659133315086365,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.8659133315086365,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65.0,58.0,7.0
1037,1037,65,2.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,191.3333282470703,0.8659133315086365,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.8659133315086365,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,65.0,58.0,7.0
1038,1038,58,2.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,191.6666717529297,0.867419958114624,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.867419958114624,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65.0,58.0,7.0
1039,1039,62,2.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,191.6666717529297,0.867419958114624,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.867419958114624,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65.0,58.0,7.0
1040,1040,65,2.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,191.6666717529297,0.867419958114624,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.867419958114624,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,65.0,58.0,7.0
1041,1041,67,0.0,0.33333334,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,192.0,0.8689265251159668,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.8689265251159668,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
1042,1042,59,0.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,192.3333282470703,0.8704331517219543,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.8704331517219543,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,68.0,59.0,9.0
1043,1043,62,0.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,192.3333282470703,0.8704331517219543,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.8704331517219543,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,68.0,59.0,9.0
1044,1044,65,0.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,192.3333282470703,0.8704331517219543,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.8704331517219543,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,68.0,59.0,9.0
1045,1045,68,0.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,192.3333282470703,0.8704331517219543,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.8704331517219543,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,68.0,59.0,9.0
1046,1046,59,0.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,192.6666717529297,0.8719397783279419,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.8719397783279419,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65.0,59.0,6.0
1047,1047,62,0.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,192.6666717529297,0.8719397783279419,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.8719397783279419,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65.0,59.0,6.0
1048,1048,65,0.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,192.6666717529297,0.8719397783279419,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.8719397783279419,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,65.0,59.0,6.0
1049,1049,59,1.0,0.33333334,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193.0,0.8734463453292847,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.8734463453292847,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65.0,59.0,6.0
1050,1050,62,1.0,0.33333334,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193.0,0.8734463453292847,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.8734463453292847,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65.0,59.0,6.0
1051,1051,65,1.0,0.33333334,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193.0,0.8734463453292847,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.8734463453292847,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,65.0,59.0,6.0
1052,1052,59,1.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193.3333282470703,0.8749529123306274,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.8749529123306274,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65.0,59.0,6.0
1053,1053,62,1.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193.3333282470703,0.8749529123306274,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.8749529123306274,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65.0,59.0,6.0
1054,1054,65,1.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193.3333282470703,0.8749529123306274,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.8749529123306274,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,65.0,59.0,6.0
1055,1055,59,1.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193.6666717529297,0.876459538936615,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.876459538936615,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65.0,59.0,6.0
1056,1056,62,1.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193.6666717529297,0.876459538936615,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.876459538936615,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65.0,59.0,6.0
1057,1057,65,1.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193.6666717529297,0.876459538936615,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.876459538936615,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,65.0,59.0,6.0
1058,1058,59,2.0,0.33333334,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,194.0,0.8779661059379578,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.8779661059379578,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65.0,59.0,6.0
1059,1059,62,2.0,0.33333334,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,194.0,0.8779661059379578,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.8779661059379578,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65.0,59.0,6.0
1060,1060,65,2.0,0.33333334,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,194.0,0.8779661059379578,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.8779661059379578,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,65.0,59.0,6.0
1061,1061,59,2.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,194.3333282470703,0.8794726729393005,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.8794726729393005,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65.0,59.0,6.0
