,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.loudness_incr,loudness_direction_basis.loudness_decr,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
776,776,52.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,239.0,0.7587301731109619,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.7587301731109619,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,72.0,52.0,20.0
777,777,72.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,239.0,0.7587301731109619,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.7587301731109619,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,72.0,52.0,20.0
778,778,55.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,239.5,0.7603174448013306,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.7603174448013306,1.6666666666666665,0.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,70.0,55.0,15.0
779,779,70.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,239.5,0.7603174448013306,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.7603174448013306,1.6666666666666665,0.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,70.0,55.0,15.0
780,780,53.0,0.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,240.0,0.761904776096344,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.761904776096344,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,68.0,53.0,15.0
781,781,68.0,0.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,240.0,0.761904776096344,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.761904776096344,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,68.0,53.0,15.0
782,782,56.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,240.5,0.7634920477867126,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.7634920477867126,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0
783,783,62.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,241.0,0.7650793790817261,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.7650793790817261,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
784,784,56.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,241.5,0.7666666507720947,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.7666666507720947,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0
785,785,55.0,2.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,242.0,0.7682539820671082,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.7682539820671082,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,75.0,55.0,20.0
786,786,75.0,2.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,242.0,0.7682539820671082,0.5905511811023622,0.348750697501395,0.20595513631972145,0.7682539820671082,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,75.0,55.0,20.0
787,787,58.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,242.5,0.7698412537574768,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.7698412537574768,0.8333333333333333,0.16666666666666674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0
788,788,53.0,0.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,243.0,0.7714285850524902,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.7714285850524902,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,75.0,53.0,22.0
789,789,75.0,0.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,243.0,0.7714285850524902,0.5905511811023622,0.348750697501395,0.20595513631972145,0.7714285850524902,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,75.0,53.0,22.0
790,790,56.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,243.5,0.7730158567428589,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.7730158567428589,0.3333333333333333,1.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,74.0,56.0,18.0
791,791,74.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,243.5,0.7730158567428589,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.7730158567428589,0.3333333333333333,1.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,74.0,56.0,18.0
792,792,58.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,244.0,0.7746031880378723,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.7746031880378723,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,77.0,58.0,19.0
793,793,77.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,244.0,0.7746031880378723,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.7746031880378723,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,77.0,58.0,19.0
794,794,56.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,244.5,0.776190459728241,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.776190459728241,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,74.0,56.0,18.0
795,795,74.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,244.5,0.776190459728241,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.776190459728241,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,74.0,56.0,18.0
796,796,50.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,245.0,0.7777777910232544,0.3937007874015748,0.15500031000062,0.06102374409473228,0.7777777910232544,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,70.0,50.0,20.0
797,797,70.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,245.0,0.7777777910232544,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.7777777910232544,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,70.0,50.0,20.0
798,798,53.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,245.5,0.779365062713623,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.779365062713623,1.6666666666666665,0.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,68.0,53.0,15.0
799,799,68.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,245.5,0.779365062713623,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.779365062713623,1.6666666666666665,0.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,68.0,53.0,15.0
800,800,51.0,0.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,246.0,0.7809523940086365,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.7809523940086365,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,67.0,51.0,16.0
801,801,67.0,0.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,246.0,0.7809523940086365,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.7809523940086365,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,67.0,51.0,16.0
802,802,55.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,246.5,0.7825396656990051,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.7825396656990051,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
803,803,58.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,247.0,0.7841269969940186,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.7841269969940186,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0
804,804,63.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,247.5,0.7857142686843872,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.7857142686843872,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
805,805,58.0,2.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,248.0,0.7873015999794006,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.7873015999794006,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,79.0,58.0,21.0
806,806,79.0,2.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,248.0,0.7873015999794006,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.7873015999794006,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,79.0,58.0,21.0
807,807,55.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,248.5,0.7888888716697693,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.7888888716697693,0.8333333333333333,0.16666666666666674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
808,808,56.0,0.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,249.0,0.7904762029647827,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.7904762029647827,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,77.0,56.0,21.0
809,809,76.0,0.0,0.0,3,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,249.0,0.7904762029647827,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.7904762029647827,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,77.0,56.0,21.0
810,810,77.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,249.0,0.7904762029647827,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.7904762029647827,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,77.0,56.0,21.0
811,811,60.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,249.5,0.7920634746551514,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.7920634746551514,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
812,812,65.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,250.0,0.7936508059501648,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.7936508059501648,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
813,813,60.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,250.5,0.7952380776405334,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.7952380776405334,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
814,814,56.0,2.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,251.0,0.7968254089355469,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.7968254089355469,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,80.0,56.0,24.0
815,815,79.0,2.0,0.0,3,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,251.0,0.7968254089355469,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.7968254089355469,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,80.0,56.0,24.0
816,816,80.0,2.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,251.0,0.7968254089355469,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.7968254089355469,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,80.0,56.0,24.0
817,817,60.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,251.5,0.7984126806259155,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.7984126806259155,0.8333333333333333,0.16666666666666674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
818,818,65.0,0.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,252.0,0.800000011920929,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.800000011920929,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
819,819,60.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,252.5,0.8015872836112976,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.8015872836112976,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
820,820,56.0,1.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,253.0,0.803174614906311,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.803174614906311,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,84.0,56.0,28.0
821,821,83.0,1.0,0.0,3,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,253.0,0.803174614906311,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.803174614906311,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,84.0,56.0,28.0
822,822,84.0,1.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,253.0,0.803174614906311,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.803174614906311,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,84.0,56.0,28.0
823,823,60.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,253.5,0.8047618865966797,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.8047618865966797,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
824,824,65.0,2.0,0.5,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,254.0,0.8063492178916931,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.8063492178916931,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,82.0,65.0,17.0
825,825,82.0,2.0,0.25,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,254.0,0.8063492178916931,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.8063492178916931,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,82.0,65.0,17.0
826,826,80.0,2.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,254.25,0.8071428537368774,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.8071428537368774,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0
827,827,56.0,2.5,0.5,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,254.5,0.8079364895820618,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.8079364895820618,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,79.0,56.0,23.0
828,828,79.0,2.5,0.25,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,254.5,0.8079364895820618,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.8079364895820618,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,79.0,56.0,23.0
829,829,77.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,254.75,0.8087301850318909,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.8087301850318909,1.6666666666666665,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
830,830,58.0,0.0,3.0,3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,255.0,0.8095238208770752,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.8095238208770752,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,75.0,58.0,17.0
831,831,67.0,0.0,2.0,3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,255.0,0.8095238208770752,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.8095238208770752,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,75.0,58.0,17.0
832,832,75.0,0.0,2.0,3,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,255.0,0.8095238208770752,0.5905511811023622,0.348750697501395,0.20595513631972145,0.8095238208770752,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,75.0,58.0,17.0
833,833,65.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,257.0,0.8158730268478394,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.8158730268478394,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,74.0,65.0,9.0
834,834,74.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,257.0,0.8158730268478394,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.8158730268478394,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,74.0,65.0,9.0
835,835,44.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,258.0,0.8190476298332214,0.3464566929133858,0.12003224006448013,0.0415859729357254,0.8190476298332214,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,56.0,44.0,12.0
