,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.loudness_incr,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
2390,2390,55.0,3.0,1.0,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,455.0,0.8992094993591309,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.8992094993591309,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,86.0,55.0,31.0
2391,2391,67.0,3.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,455.0,0.8992094993591309,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.8992094993591309,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,86.0,55.0,31.0
2392,2392,86.0,3.0,0.25,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,455.0,0.8992094993591309,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.8992094993591309,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,86.0,55.0,31.0
2393,2393,83.0,3.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,455.25,0.8997035622596741,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.8997035622596741,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0
2394,2394,79.0,3.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,455.5,0.9001976251602173,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.9001976251602173,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
2395,2395,74.0,3.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,455.75,0.9006916880607605,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.9006916880607605,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
2396,2396,45.0,0.0,0.5,4,0.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,456.0,0.9011857509613037,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.9011857509613037,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,81.0,45.0,36.0
2397,2397,57.0,0.0,0.5,4,0.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,456.0,0.9011857509613037,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.9011857509613037,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,81.0,45.0,36.0
2398,2398,78.0,0.0,0.75,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,456.0,0.9011857509613037,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.9011857509613037,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,81.0,45.0,36.0
2399,2399,81.0,0.0,0.75,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,456.0,0.9011857509613037,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.9011857509613037,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,81.0,45.0,36.0
2400,2400,45.0,0.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,456.5,0.9021739363670349,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.9021739363670349,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,57.0,45.0,12.0
2401,2401,57.0,0.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,456.5,0.9021739363670349,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.9021739363670349,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,57.0,45.0,12.0
2402,2402,79.0,0.75,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,456.75,0.9026679992675781,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.9026679992675781,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,83.0,79.0,4.0
2403,2403,83.0,0.75,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,456.75,0.9026679992675781,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.9026679992675781,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,83.0,79.0,4.0
2404,2404,76.0,0.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,456.875,0.9029150009155273,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.9029150009155273,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,76.0,3.0
2405,2405,79.0,0.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,456.875,0.9029150009155273,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.9029150009155273,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,76.0,3.0
2406,2406,45.0,1.0,0.5,4,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,457.0,0.9031620621681213,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.9031620621681213,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,78.0,45.0,33.0
2407,2407,57.0,1.0,0.5,4,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,457.0,0.9031620621681213,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.9031620621681213,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,78.0,45.0,33.0
2408,2408,74.0,1.0,1.5,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,457.0,0.9031620621681213,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.9031620621681213,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,78.0,45.0,33.0
2409,2409,78.0,1.0,1.5,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,457.0,0.9031620621681213,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.9031620621681213,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,78.0,45.0,33.0
2410,2410,45.0,1.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,457.5,0.9041501879692078,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.9041501879692078,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,57.0,45.0,12.0
2411,2411,57.0,1.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,457.5,0.9041501879692078,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.9041501879692078,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,57.0,45.0,12.0
2412,2412,45.0,2.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,458.0,0.9051383137702942,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.9051383137702942,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,57.0,45.0,12.0
2413,2413,57.0,2.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,458.0,0.9051383137702942,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.9051383137702942,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,57.0,45.0,12.0
2414,2414,45.0,2.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,458.5,0.9061264991760254,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.9061264991760254,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,81.0,45.0,36.0
2415,2415,57.0,2.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,458.5,0.9061264991760254,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.9061264991760254,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,81.0,45.0,36.0
2416,2416,78.0,2.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,458.5,0.9061264991760254,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.9061264991760254,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,81.0,45.0,36.0
2417,2417,81.0,2.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,458.5,0.9061264991760254,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.9061264991760254,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,81.0,45.0,36.0
2418,2418,45.0,3.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,459.0,0.9071146249771118,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.9071146249771118,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,79.0,45.0,34.0
2419,2419,57.0,3.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,459.0,0.9071146249771118,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.9071146249771118,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,79.0,45.0,34.0
2420,2420,76.0,3.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,459.0,0.9071146249771118,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.9071146249771118,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,79.0,45.0,34.0
2421,2421,79.0,3.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,459.0,0.9071146249771118,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.9071146249771118,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,79.0,45.0,34.0
2422,2422,45.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,459.5,0.9081027507781982,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.9081027507781982,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,76.0,45.0,31.0
2423,2423,57.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,459.5,0.9081027507781982,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.9081027507781982,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,76.0,45.0,31.0
2424,2424,73.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,459.5,0.9081027507781982,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.9081027507781982,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,76.0,45.0,31.0
2425,2425,76.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,459.5,0.9081027507781982,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.9081027507781982,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,76.0,45.0,31.0
2426,2426,62.0,0.0,0.75,4,1.0,0.75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,460.0,0.9090909361839294,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.9090909361839294,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,62.0,12.0
2427,2427,74.0,0.0,0.75,4,1.0,0.75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,460.0,0.9090909361839294,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.9090909361839294,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,62.0,12.0
2428,2428,64.0,0.75,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,460.75,0.9105731248855591,0.5039370078740157,0.25395250790501583,0.127976066975756,0.9105731248855591,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,64.0,12.0
2429,2429,76.0,0.75,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,460.75,0.9105731248855591,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.9105731248855591,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,64.0,12.0
2430,2430,61.0,0.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,460.875,0.9108201861381531,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.9108201861381531,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,61.0,12.0
2431,2431,73.0,0.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,460.875,0.9108201861381531,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.9108201861381531,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,61.0,12.0
2432,2432,59.0,1.0,0.75,4,0.0,0.75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,461.0,0.9110671877861023,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.9110671877861023,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,59.0,12.0
2433,2433,71.0,1.0,0.75,4,0.0,0.75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,461.0,0.9110671877861023,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.9110671877861023,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,59.0,12.0
2434,2434,61.0,1.75,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,461.75,0.9125494360923767,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.9125494360923767,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,61.0,12.0
2435,2435,73.0,1.75,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,461.75,0.9125494360923767,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.9125494360923767,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,61.0,12.0
2436,2436,57.0,1.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,461.875,0.9127964377403259,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.9127964377403259,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,57.0,12.0
2437,2437,69.0,1.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,461.875,0.9127964377403259,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.9127964377403259,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,57.0,12.0
2438,2438,55.0,2.0,0.75,4,0.0,0.75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,462.0,0.9130434989929199,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.9130434989929199,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,55.0,12.0
2439,2439,67.0,2.0,0.75,4,0.0,0.75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,462.0,0.9130434989929199,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.9130434989929199,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,55.0,12.0
2440,2440,57.0,2.75,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,462.75,0.9145256876945496,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.9145256876945496,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,57.0,12.0
2441,2441,69.0,2.75,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,462.75,0.9145256876945496,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.9145256876945496,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,57.0,12.0
2442,2442,54.0,2.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,462.875,0.9147727489471436,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.9147727489471436,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,66.0,54.0,12.0
2443,2443,66.0,2.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,462.875,0.9147727489471436,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.9147727489471436,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,66.0,54.0,12.0
2444,2444,52.0,3.0,0.75,4,0.0,0.75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,463.0,0.9150197505950928,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.9150197505950928,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,52.0,12.0
2445,2445,64.0,3.0,0.75,4,0.0,0.75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,463.0,0.9150197505950928,0.5039370078740157,0.25395250790501583,0.127976066975756,0.9150197505950928,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,64.0,52.0,12.0
2446,2446,54.0,3.75,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,463.75,0.9165019989013672,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.9165019989013672,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,66.0,54.0,12.0
2447,2447,66.0,3.75,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,463.75,0.9165019989013672,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.9165019989013672,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,66.0,54.0,12.0
2448,2448,50.0,3.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,463.875,0.9167490005493164,0.3937007874015748,0.15500031000062,0.06102374409473228,0.9167490005493164,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,62.0,50.0,12.0
2449,2449,62.0,3.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,463.875,0.9167490005493164,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.9167490005493164,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,62.0,50.0,12.0
2450,2450,49.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,464.0,0.9169960618019104,0.3858267716535433,0.14886229772459544,0.05743505975200927,0.9169960618019104,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,61.0,49.0,12.0
